Month,Day,Year,AverageTemperature,AverageTemperatureUncertainty,Country
1,1,2001,23.03,1.055,Sudan
2,1,2007,23.857,1.052,Sudan
5,1,2019,30.564,1.047,Sudan
11,1,2025,25.555,1.045,Sudan
11,1,2006,24.882,1.043,Sudan
6,1,2013,29.655,1.04,Sudan
7,1,2017,28.933,1.036,Sudan
9,1,2004,28.788,1.027,Sudan
2,1,2005,22.341,1.027,Sudan
11,1,2015,25.627,1.024,Sudan
10,1,2014,27.908,1.022,Sudan
1,1,1997,22.67,1.02,Sudan
1,1,1997,22.67,1.02,Sudan
3,1,2015,26.503,1.014,Sudan
3,1,2006,24.747,1,Sudan
11,1,2002,24.052,0.997,Sudan
4,1,2009,27.283,0.99,Sudan
3,1,1991,27.312,0.989,Sudan
3,1,1991,27.312,0.989,Sudan
7,1,2013,29.287,0.972,Sudan
7,1,2013,29.287,0.972,Sudan
2,1,2009,24.874,0.968,Sudan
2,1,2020,22.537,0.968,Sudan
11,1,2008,24.315,0.965,Sudan
5,1,2008,30.171,0.961,Sudan
5,1,1993,30.433,0.96,Sudan
5,1,1993,30.433,0.96,Sudan
10,1,2012,27.071,0.959,Sudan
12,1,1991,21.342,0.958,Sudan
12,1,1991,21.342,0.958,Sudan
8,1,2017,28.217,0.957,Sudan
12,1,2005,22.398,0.956,Sudan
3,1,2010,24.135,0.956,Sudan
8,1,2022,27.513,0.955,Sudan
5,1,2006,30.465,0.949,Sudan
8,1,2012,27.95,0.944,Sudan
12,1,2014,23.425,0.943,Sudan
11,1,2018,25.501,0.939,Sudan
11,1,2014,25.778,0.933,Sudan
3,1,2004,25.846,0.925,Sudan
2,1,1995,23.461,0.923,Sudan
2,1,1995,23.461,0.923,Sudan
1,1,1995,22.786,0.922,Sudan
1,1,1995,22.786,0.922,Sudan
3,1,2001,27.291,0.922,Sudan
1,1,2026,22.109,0.921,Sudan
3,1,2002,26.725,0.917,Sudan
11,1,2022,25.764,0.915,Sudan
12,1,2001,23.433,0.913,Sudan
7,1,2002,28.8,0.909,Sudan
9,1,2003,28.255,0.905,Sudan
12,1,2006,23.459,0.905,Sudan
1,1,2007,23.062,0.902,Sudan
6,1,2003,30.18,0.901,Sudan
11,1,2017,25.246,0.901,Sudan
3,1,2009,26.943,0.9,Sudan
11,1,1993,27.686,0.893,Sudan
11,1,1993,27.686,0.893,Sudan
3,1,2007,25.899,0.89,Sudan
1,1,2009,22.333,0.887,Sudan
1,1,2012,21.785,0.886,Sudan
2,1,2004,23.243,0.882,Sudan
1,1,2006,22.535,0.876,Sudan
2,1,2012,26.433,0.875,Sudan
2,1,2012,26.433,0.875,Sudan
8,1,2006,28.148,0.874,Sudan
12,1,1994,21.72,0.873,Sudan
12,1,1994,21.72,0.873,Sudan
11,1,2010,24.397,0.873,Sudan
3,1,2012,27.609,0.872,Sudan
3,1,2012,27.609,0.872,Sudan
11,1,2004,24.487,0.869,Sudan
7,1,2014,29.479,0.869,Sudan
8,1,2011,28.288,0.861,Sudan
7,1,2010,28.847,0.856,Sudan
4,1,1991,30.505,0.852,Sudan
4,1,1991,30.505,0.852,Sudan
11,1,2011,25.483,0.849,Sudan
1,1,2011,23.221,0.849,Sudan
11,1,2011,25.483,0.849,Sudan
2,1,2000,23.359,0.848,Sudan
7,1,2012,28.738,0.846,Sudan
1,1,2019,24.807,0.845,Sudan
4,1,2003,28.886,0.844,Sudan
3,1,2027,25.859,0.843,Sudan
12,1,2000,22.566,0.84,Sudan
11,1,2028,25.025,0.84,Sudan
4,1,2004,27.809,0.837,Sudan
8,1,2013,29.484,0.835,Sudan
8,1,2013,29.484,0.835,Sudan
10,1,2008,27.502,0.834,Sudan
4,1,2002,28.598,0.83,Sudan
6,1,2008,30.286,0.827,Sudan
4,1,2022,29.039,0.827,Sudan
4,1,2012,28.467,0.822,Sudan
8,1,2014,29.095,0.822,Sudan
3,1,1994,26.538,0.819,Sudan
3,1,1994,26.538,0.819,Sudan
6,1,2005,30.405,0.813,Sudan
1,1,2022,22.816,0.812,Sudan
7,1,2015,29.467,0.806,Sudan
11,1,2009,25.82,0.802,Sudan
7,1,2013,29.493,0.802,Sudan
1,1,2015,23.676,0.802,Sudan
6,1,2015,30.609,0.8,Sudan
6,1,2027,30.381,0.8,Sudan
3,1,1992,26.991,0.799,Sudan
3,1,1992,26.991,0.799,Sudan
11,1,2029,25.28,0.799,Sudan
1,1,1991,22.376,0.798,Sudan
1,1,1991,22.376,0.798,Sudan
10,1,2022,27.529,0.796,Sudan
11,1,1995,25.036,0.795,Sudan
11,1,1995,25.036,0.795,Sudan
4,1,2019,28.467,0.793,Sudan
6,1,2011,29.748,0.791,Sudan
1,1,2005,22.231,0.786,Sudan
7,1,2007,28.765,0.786,Sudan
12,1,2018,23.226,0.785,Sudan
1,1,2004,22.343,0.784,Sudan
9,1,2011,28.756,0.783,Sudan
10,1,2009,27.58,0.781,Sudan
7,1,2029,27.907,0.777,Sudan
11,1,2020,24.575,0.775,Sudan
12,1,2004,21.546,0.774,Sudan
7,1,2022,28.28,0.772,Sudan
4,1,2001,28.984,0.767,Sudan
8,1,2008,28.356,0.767,Sudan
3,1,2011,25.431,0.766,Sudan
1,1,2008,21.797,0.762,Sudan
12,1,2027,24.925,0.759,Sudan
1,1,2021,21.666,0.757,Sudan
8,1,2005,29.238,0.755,Sudan
10,1,2020,27.291,0.755,Sudan
10,1,2024,27.819,0.755,Sudan
4,1,2007,28.693,0.754,Sudan
5,1,2022,29.451,0.754,Sudan
7,1,2020,28.631,0.75,Sudan
2,1,1994,23.876,0.749,Sudan
2,1,1994,23.876,0.749,Sudan
3,1,2012,25.51,0.748,Sudan
9,1,2014,28.888,0.747,Sudan
9,1,2017,27.354,0.742,Sudan
5,1,2010,30.468,0.739,Sudan
11,1,2026,24.689,0.739,Sudan
7,1,2003,29.276,0.737,Sudan
7,1,2003,29.276,0.737,Sudan
10,1,2004,27.775,0.736,Sudan
1,1,2025,20.219,0.735,Sudan
1,1,2029,22.934,0.735,Sudan
3,1,1995,27.559,0.732,Sudan
3,1,1995,27.559,0.732,Sudan
6,1,2007,29.862,0.729,Sudan
12,1,1993,24.599,0.724,Sudan
12,1,1993,24.599,0.724,Sudan
6,1,2019,29.734,0.724,Sudan
12,1,2007,21.954,0.723,Sudan
7,1,2008,28.397,0.723,Sudan
8,1,2007,27.972,0.722,Sudan
1,1,2023,24.112,0.721,Sudan
1,1,2010,21.708,0.718,Sudan
4,1,2010,29.008,0.718,Sudan
1,1,1998,22.027,0.716,Sudan
1,1,1998,22.027,0.716,Sudan
2,1,2015,24.462,0.711,Sudan
5,1,2017,28.392,0.71,Sudan
1,1,2027,23.569,0.709,Sudan
6,1,1997,30.864,0.708,Sudan
6,1,1997,30.864,0.708,Sudan
5,1,2012,30.495,0.708,Sudan
1,1,2017,22.291,0.704,Sudan
1,1,2005,21.594,0.703,Sudan
1,1,2005,21.594,0.703,Sudan
10,1,2011,27.557,0.702,Sudan
11,1,2003,26.657,0.701,Sudan
11,1,2003,26.657,0.701,Sudan
10,1,2010,26.96,0.7,Sudan
10,1,2015,28.095,0.7,Sudan
2,1,2019,25.096,0.7,Sudan
3,1,2005,24.896,0.698,Sudan
9,1,2008,28.472,0.696,Sudan
1,1,2002,20.539,0.695,Sudan
1,1,2002,20.539,0.695,Sudan
4,1,2017,28.071,0.69,Sudan
7,1,2024,29.335,0.69,Sudan
4,1,2015,28.994,0.689,Sudan
5,1,2004,29.396,0.688,Sudan
9,1,2018,29.148,0.688,Sudan
8,1,2025,28.828,0.688,Sudan
12,1,2022,22.333,0.687,Sudan
1,1,2013,22.047,0.685,Sudan
7,1,2011,29.092,0.684,Sudan
4,1,2020,28.147,0.683,Sudan
1,1,2013,23.967,0.682,Sudan
12,1,2029,21.341,0.682,Sudan
1,1,2013,23.967,0.682,Sudan
10,1,2017,26.122,0.679,Sudan
4,1,2018,27.473,0.677,Sudan
10,1,2028,27.98,0.674,Sudan
9,1,1993,29.423,0.672,Sudan
9,1,1993,29.423,0.672,Sudan
11,1,2011,24.743,0.672,Sudan
2,1,2012,22.79,0.672,Sudan
11,1,2024,24.723,0.669,Sudan
2,1,2011,22.509,0.668,Sudan
12,1,1990,25.55,0.666,Sudan
12,1,1990,25.55,0.666,Sudan
11,1,1991,25.846,0.665,Sudan
11,1,1991,25.846,0.665,Sudan
5,1,2005,29.922,0.665,Sudan
3,1,2021,24.598,0.663,Sudan
2,1,2022,23.287,0.66,Sudan
12,1,2016,21.89,0.659,Sudan
2,1,2017,23.68,0.659,Sudan
8,1,2018,28.347,0.658,Sudan
2,1,2016,23.987,0.657,Sudan
11,1,2013,23.877,0.655,Sudan
12,1,2008,22,0.654,Sudan
7,1,2016,28.583,0.654,Sudan
1,1,2018,20.808,0.654,Sudan
8,1,2029,28.229,0.654,Sudan
7,1,2018,29.484,0.651,Sudan
2,1,2029,24.744,0.651,Sudan
12,1,1992,21.923,0.65,Sudan
12,1,1992,21.923,0.65,Sudan
11,1,2012,25.205,0.65,Sudan
2,1,1991,24.665,0.646,Sudan
2,1,1991,24.665,0.646,Sudan
9,1,2029,28.627,0.645,Sudan
10,1,1991,28.251,0.643,Sudan
11,1,1992,25.736,0.643,Sudan
10,1,1991,28.251,0.643,Sudan
11,1,1992,25.736,0.643,Sudan
5,1,2015,30.329,0.643,Sudan
8,1,1997,29.141,0.642,Sudan
8,1,1997,29.141,0.642,Sudan
2,1,2008,23.003,0.641,Sudan
4,1,2014,28.028,0.641,Sudan
3,1,1990,25.047,0.64,Sudan
3,1,1990,25.047,0.64,Sudan
5,1,1991,30.874,0.639,Sudan
5,1,1991,30.874,0.639,Sudan
1,1,2014,24.163,0.639,Sudan
3,1,2008,26.639,0.638,Sudan
6,1,2012,30.178,0.637,Sudan
2,1,2024,24.443,0.637,Sudan
4,1,2027,27.577,0.629,Sudan
3,1,2022,25.044,0.628,Sudan
6,1,2014,31.36,0.627,Sudan
12,1,1985,23.136,0.626,Sudan
12,1,1985,23.136,0.626,Sudan
3,1,2013,23.541,0.626,Sudan
5,1,2027,30.481,0.626,Sudan
1,1,1989,19.406,0.625,Sudan
1,1,1989,19.406,0.625,Sudan
8,1,2020,28.301,0.625,Sudan
1,1,1982,23.493,0.622,Sudan
1,1,1982,23.493,0.622,Sudan
7,1,2025,29.46,0.622,Sudan
11,1,2005,25.901,0.621,Sudan
6,1,2009,29.626,0.621,Sudan
8,1,2010,28.287,0.621,Sudan
6,1,2026,30.639,0.618,Sudan
7,1,2005,29.38,0.614,Sudan
7,1,2028,29.069,0.611,Sudan
4,1,2021,29.721,0.608,Sudan
2,1,2010,23.783,0.607,Sudan
5,1,2018,29.692,0.607,Sudan
4,1,2005,27.639,0.605,Sudan
4,1,2026,28.053,0.605,Sudan
10,1,2016,26.62,0.603,Sudan
8,1,1991,28.855,0.602,Sudan
8,1,1991,28.855,0.602,Sudan
12,1,2020,21.809,0.602,Sudan
5,1,2021,30.277,0.602,Sudan
2,1,1992,20.517,0.601,Sudan
2,1,1992,20.517,0.601,Sudan
9,1,2022,27.897,0.601,Sudan
3,1,2025,26.719,0.599,Sudan
5,1,2013,29.526,0.596,Sudan
6,1,2025,30.254,0.595,Sudan
12,1,2015,22.764,0.594,Sudan
9,1,2023,28.542,0.592,Sudan
12,1,2028,23.45,0.591,Sudan
1,1,2010,24.65,0.588,Sudan
1,1,2010,24.65,0.588,Sudan
12,1,2013,21.384,0.588,Sudan
6,1,2028,30.114,0.588,Sudan
10,1,1993,29.156,0.587,Sudan
10,1,1993,29.156,0.587,Sudan
1,1,1993,21.481,0.583,Sudan
4,1,1994,30.134,0.583,Sudan
1,1,1993,21.481,0.583,Sudan
4,1,1994,30.134,0.583,Sudan
2,1,2010,26.445,0.58,Sudan
2,1,2010,26.445,0.58,Sudan
9,1,2010,28.34,0.578,Sudan
1,1,2024,23.392,0.576,Sudan
4,1,1992,29.279,0.575,Sudan
4,1,1992,29.279,0.575,Sudan
9,1,2026,29.046,0.574,Sudan
6,1,2017,29.17,0.572,Sudan
10,1,2026,27.802,0.572,Sudan
11,1,1996,25.812,0.57,Sudan
11,1,1996,25.812,0.57,Sudan
3,1,1996,27.872,0.569,Sudan
5,1,1996,31.31,0.569,Sudan
3,1,1996,27.872,0.569,Sudan
5,1,1996,31.31,0.569,Sudan
8,1,1984,29.444,0.568,Sudan
8,1,1984,29.444,0.568,Sudan
12,1,2012,21.978,0.568,Sudan
3,1,1993,27.468,0.567,Sudan
3,1,1993,27.468,0.567,Sudan
12,1,2019,22.734,0.566,Sudan
7,1,1975,28.8,0.565,Sudan
2,1,2008,23.437,0.565,Sudan
7,1,1975,28.8,0.565,Sudan
2,1,2008,23.437,0.565,Sudan
10,1,1988,27.741,0.563,Sudan
10,1,1988,27.741,0.563,Sudan
4,1,2011,28.444,0.563,Sudan
6,1,1992,30.941,0.562,Sudan
6,1,2010,31.164,0.562,Sudan
6,1,1992,30.941,0.562,Sudan
6,1,2010,31.164,0.562,Sudan
1,1,1992,20.645,0.561,Sudan
1,1,1992,20.645,0.561,Sudan
2,1,1989,21.252,0.56,Sudan
2,1,1989,21.252,0.56,Sudan
1,1,2028,25.155,0.56,Sudan
2,1,2013,23.025,0.558,Sudan
6,1,1994,29.966,0.556,Sudan
6,1,1994,29.966,0.556,Sudan
9,1,2015,28.8,0.556,Sudan
9,1,1992,29.028,0.555,Sudan
9,1,1992,29.028,0.555,Sudan
5,1,2026,31.117,0.555,Sudan
5,1,2028,30.87,0.553,Sudan
5,1,1992,30.271,0.552,Sudan
6,1,1998,31.257,0.552,Sudan
5,1,1992,30.271,0.552,Sudan
6,1,1998,31.257,0.552,Sudan
1,1,2000,22.769,0.551,Sudan
1,1,2000,22.769,0.551,Sudan
1,1,2006,24.713,0.549,Sudan
1,1,2006,24.713,0.549,Sudan
2,1,2025,21.928,0.549,Sudan
12,1,2025,23.618,0.549,Sudan
9,1,2027,28.905,0.544,Sudan
8,1,1993,29.611,0.542,Sudan
8,1,1993,29.611,0.542,Sudan
10,1,2029,27.386,0.542,Sudan
8,1,1975,27.712,0.541,Sudan
8,1,1975,27.712,0.541,Sudan
9,1,2016,28.018,0.541,Sudan
1,1,1981,21.968,0.54,Sudan
1,1,1981,21.968,0.54,Sudan
9,1,2005,28.976,0.537,Sudan
8,1,2009,28.255,0.537,Sudan
11,1,1987,26.129,0.535,Sudan
11,1,1987,26.129,0.535,Sudan
2,1,1993,22.679,0.534,Sudan
2,1,1993,22.679,0.534,Sudan
4,1,2016,29.492,0.534,Sudan
10,1,2013,27.631,0.533,Sudan
9,1,1996,29.701,0.532,Sudan
8,1,2003,28.999,0.532,Sudan
9,1,1996,29.701,0.532,Sudan
8,1,2003,28.999,0.532,Sudan
10,1,2021,27.628,0.532,Sudan
1,1,2007,21.213,0.531,Sudan
1,1,2007,21.213,0.531,Sudan
4,1,1995,29.027,0.53,Sudan
2,1,1999,27.613,0.53,Sudan
12,1,2004,22.822,0.53,Sudan
4,1,1995,29.027,0.53,Sudan
2,1,1999,27.613,0.53,Sudan
12,1,2004,22.822,0.53,Sudan
7,1,2009,28.527,0.529,Sudan
1,1,2003,23.239,0.528,Sudan
1,1,2003,23.239,0.528,Sudan
8,1,2013,28.931,0.528,Sudan
9,1,2020,28.149,0.527,Sudan
7,1,2021,29.354,0.527,Sudan
6,1,1991,30.919,0.525,Sudan
6,1,1991,30.919,0.525,Sudan
5,1,2020,29.264,0.525,Sudan
3,1,2023,26.291,0.525,Sudan
12,1,2010,21.658,0.524,Sudan
7,1,1994,28.493,0.522,Sudan
4,1,2002,30.386,0.522,Sudan
7,1,1994,28.493,0.522,Sudan
4,1,2002,30.386,0.522,Sudan
12,1,2009,22.459,0.522,Sudan
9,1,1994,28.713,0.52,Sudan
1,1,2001,21.757,0.52,Sudan
9,1,1994,28.713,0.52,Sudan
1,1,2001,21.757,0.52,Sudan
6,1,2016,30.172,0.519,Sudan
8,1,2024,28.632,0.519,Sudan
9,1,1985,28.942,0.518,Sudan
9,1,1985,28.942,0.518,Sudan
3,1,1983,25.345,0.516,Sudan
1,1,1986,22.304,0.516,Sudan
3,1,1983,25.345,0.516,Sudan
1,1,1986,22.304,0.516,Sudan
1,1,2004,23.219,0.515,Sudan
1,1,2004,23.219,0.515,Sudan
2,1,2014,23.986,0.515,Sudan
11,1,2027,25.861,0.513,Sudan
3,1,2019,27.256,0.512,Sudan
8,1,1990,29.422,0.51,Sudan
10,1,2000,27.654,0.51,Sudan
9,1,2010,29.487,0.51,Sudan
8,1,1990,29.422,0.51,Sudan
10,1,2000,27.654,0.51,Sudan
9,1,2010,29.487,0.51,Sudan
5,1,2009,30.334,0.509,Sudan
11,1,2016,25.235,0.509,Sudan
2,1,2002,25.617,0.508,Sudan
2,1,2002,25.617,0.508,Sudan
3,1,2029,26.9,0.508,Sudan
8,1,2021,28.358,0.507,Sudan
12,1,2017,22.197,0.506,Sudan
3,1,1988,27.715,0.504,Sudan
3,1,1988,27.715,0.504,Sudan
2,1,2011,26.115,0.503,Sudan
2,1,2011,26.115,0.503,Sudan
3,1,2020,24.977,0.502,Sudan
12,1,2023,22.68,0.502,Sudan
10,1,2027,29.481,0.501,Sudan
5,1,2014,30.869,0.5,Sudan
2,1,2023,22.741,0.5,Sudan
1,1,2008,22.755,0.499,Sudan
1,1,2008,22.755,0.499,Sudan
8,1,2016,28.196,0.499,Sudan
3,1,2010,28.43,0.498,Sudan
3,1,2010,28.43,0.498,Sudan
2,1,1983,23.481,0.497,Sudan
5,1,1999,31.121,0.497,Sudan
2,1,1983,23.481,0.497,Sudan
5,1,1999,31.121,0.497,Sudan
9,1,2007,28.589,0.497,Sudan
8,1,1985,29.13,0.496,Sudan
8,1,1985,29.13,0.496,Sudan
8,1,1992,28.748,0.495,Sudan
8,1,1992,28.748,0.495,Sudan
2,1,2028,24.544,0.495,Sudan
8,1,2015,29.053,0.492,Sudan
8,1,2006,29.159,0.491,Sudan
6,1,2008,30.839,0.491,Sudan
8,1,2006,29.159,0.491,Sudan
6,1,2008,30.839,0.491,Sudan
6,1,1993,30.261,0.49,Sudan
6,1,1993,30.261,0.49,Sudan
11,1,1982,23.877,0.488,Sudan
11,1,1982,23.877,0.488,Sudan
9,1,2025,29.661,0.488,Sudan
1,1,1987,22.185,0.487,Sudan
1,1,1987,22.185,0.487,Sudan
4,1,1988,29.794,0.486,Sudan
4,1,1988,29.794,0.486,Sudan
9,1,2019,29.152,0.486,Sudan
6,1,2018,29.709,0.485,Sudan
11,1,2019,25.184,0.484,Sudan
4,1,1989,29.246,0.483,Sudan
4,1,1989,29.246,0.483,Sudan
2,1,1988,23.938,0.482,Sudan
2,1,1988,23.938,0.482,Sudan
5,1,1994,30.842,0.481,Sudan
5,1,1994,30.842,0.481,Sudan
2,1,2026,23.683,0.481,Sudan
9,1,1988,28.877,0.478,Sudan
9,1,1988,28.877,0.478,Sudan
11,1,2023,24.709,0.478,Sudan
8,1,2027,28.75,0.478,Sudan
7,1,2000,29.697,0.477,Sudan
7,1,2000,29.697,0.477,Sudan
1,1,1984,21.2,0.474,Sudan
3,1,1984,28.286,0.474,Sudan
1,1,1984,21.2,0.474,Sudan
3,1,1984,28.286,0.474,Sudan
1,1,1985,24.782,0.472,Sudan
3,1,2004,27.827,0.472,Sudan
1,1,1985,24.782,0.472,Sudan
3,1,2004,27.827,0.472,Sudan
6,1,2020,29.826,0.472,Sudan
7,1,1992,29.763,0.47,Sudan
7,1,1992,29.763,0.47,Sudan
3,1,1973,27.464,0.469,Sudan
9,1,1975,27.917,0.469,Sudan
3,1,1973,27.464,0.469,Sudan
9,1,1975,27.917,0.469,Sudan
2,1,2018,23.073,0.469,Sudan
11,1,1997,26.083,0.468,Sudan
11,1,1997,26.083,0.468,Sudan
5,1,2011,29.479,0.467,Sudan
1,1,1979,22.546,0.466,Sudan
11,1,2004,26.321,0.466,Sudan
11,1,2009,26.357,0.466,Sudan
1,1,1979,22.546,0.466,Sudan
11,1,2004,26.321,0.466,Sudan
11,1,2009,26.357,0.466,Sudan
9,1,2021,28.413,0.464,Sudan
1,1,1971,22.205,0.463,Sudan
1,1,1971,22.205,0.463,Sudan
7,1,2019,29.173,0.463,Sudan
10,1,1992,28.714,0.462,Sudan
10,1,1992,28.714,0.462,Sudan
12,1,1971,21.142,0.461,Sudan
12,1,1971,21.142,0.461,Sudan
4,1,2028,29.202,0.459,Sudan
7,1,1972,29.384,0.458,Sudan
7,1,1972,29.384,0.458,Sudan
9,1,2000,29.391,0.457,Sudan
9,1,2000,29.391,0.457,Sudan
8,1,2001,29.108,0.455,Sudan
8,1,2001,29.108,0.455,Sudan
8,1,1988,28.336,0.454,Sudan
2,1,1990,22.18,0.454,Sudan
7,1,1999,28.796,0.454,Sudan
8,1,1988,28.336,0.454,Sudan
2,1,1990,22.18,0.454,Sudan
7,1,1999,28.796,0.454,Sudan
8,1,2019,29.171,0.454,Sudan
8,1,1983,29.297,0.453,Sudan
1,1,2011,22.026,0.453,Sudan
8,1,1983,29.297,0.453,Sudan
5,1,2007,30.099,0.453,Sudan
1,1,2011,22.026,0.453,Sudan
7,1,1990,29.546,0.452,Sudan
7,1,1990,29.546,0.452,Sudan
7,1,1998,29.95,0.451,Sudan
7,1,2002,30.68,0.451,Sudan
7,1,1998,29.95,0.451,Sudan
7,1,2002,30.68,0.451,Sudan
6,1,1970,30.531,0.45,Sudan
6,1,1970,30.531,0.45,Sudan
3,1,2026,25.599,0.45,Sudan
1,1,1990,22.43,0.449,Sudan
1,1,1990,22.43,0.449,Sudan
12,1,2008,24.811,0.448,Sudan
12,1,2008,24.811,0.448,Sudan
3,1,1986,27.919,0.447,Sudan
9,1,1995,29.527,0.447,Sudan
5,1,2013,31.525,0.447,Sudan
3,1,1986,27.919,0.447,Sudan
9,1,1995,29.527,0.447,Sudan
10,1,2005,27.979,0.447,Sudan
5,1,2013,31.525,0.447,Sudan
11,1,1999,26.307,0.446,Sudan
11,1,1999,26.307,0.446,Sudan
1,1,1970,22.355,0.444,Sudan
2,1,1985,22.412,0.444,Sudan
1,1,1970,22.355,0.444,Sudan
2,1,1985,22.412,0.444,Sudan
9,1,2009,28.33,0.444,Sudan
5,1,1998,32.121,0.443,Sudan
5,1,1998,32.121,0.443,Sudan
7,1,1997,29.562,0.442,Sudan
7,1,1997,29.562,0.442,Sudan
4,1,2008,29.992,0.441,Sudan
4,1,2008,29.992,0.441,Sudan
7,1,1987,30.65,0.44,Sudan
6,1,1995,31.438,0.44,Sudan
7,1,1987,30.65,0.44,Sudan
6,1,1995,31.438,0.44,Sudan
6,1,2021,30.295,0.439,Sudan
8,1,2028,28.71,0.439,Sudan
10,1,2019,28.516,0.438,Sudan
1,1,1974,21.093,0.437,Sudan
9,1,1982,29.494,0.437,Sudan
1,1,1999,23.169,0.437,Sudan
10,1,2012,29.248,0.437,Sudan
1,1,1974,21.093,0.437,Sudan
9,1,1982,29.494,0.437,Sudan
1,1,1999,23.169,0.437,Sudan
10,1,2012,29.248,0.437,Sudan
5,1,1989,30.404,0.436,Sudan
5,1,1989,30.404,0.436,Sudan
10,1,1996,28.935,0.435,Sudan
10,1,1996,28.935,0.435,Sudan
4,1,2009,31.11,0.434,Sudan
4,1,2009,31.11,0.434,Sudan
4,1,2013,28.668,0.434,Sudan
5,1,2024,29.729,0.433,Sudan
5,1,1986,30.022,0.432,Sudan
3,1,2005,27.835,0.432,Sudan
5,1,1986,30.022,0.432,Sudan
3,1,2005,27.835,0.432,Sudan
7,1,1984,29.316,0.431,Sudan
7,1,1984,29.316,0.431,Sudan
11,1,2001,26.187,0.43,Sudan
11,1,2001,26.187,0.43,Sudan
10,1,2018,28.215,0.43,Sudan
10,1,1990,28.793,0.429,Sudan
5,1,2004,32.021,0.429,Sudan
10,1,1990,28.793,0.429,Sudan
5,1,2004,32.021,0.429,Sudan
4,1,2024,29.133,0.429,Sudan
5,1,2006,30.548,0.428,Sudan
5,1,2006,30.548,0.428,Sudan
2,1,2021,22.314,0.428,Sudan
2,1,1997,22.263,0.427,Sudan
2,1,1997,22.263,0.427,Sudan
1,1,1977,21.602,0.426,Sudan
9,1,1998,28.606,0.426,Sudan
1,1,1977,21.602,0.426,Sudan
9,1,1998,28.606,0.426,Sudan
4,1,1997,30.114,0.425,Sudan
4,1,1997,30.114,0.425,Sudan
4,1,1979,30.443,0.424,Sudan
4,1,1979,30.443,0.424,Sudan
11,1,1990,27.318,0.423,Sudan
3,1,1998,26.25,0.423,Sudan
11,1,1990,27.318,0.423,Sudan
3,1,1998,26.25,0.423,Sudan
12,1,1987,22.895,0.421,Sudan
4,1,1993,29.9,0.421,Sudan
12,1,2006,21.654,0.421,Sudan
12,1,1987,22.895,0.421,Sudan
4,1,1993,29.9,0.421,Sudan
12,1,2006,21.654,0.421,Sudan
12,1,2026,22.917,0.421,Sudan
3,1,1999,27.023,0.42,Sudan
3,1,1999,27.023,0.42,Sudan
11,1,1972,24.783,0.418,Sudan
1,1,1996,22.375,0.418,Sudan
11,1,1972,24.783,0.418,Sudan
1,1,1996,22.375,0.418,Sudan
11,1,2021,25.097,0.418,Sudan
4,1,1996,29.096,0.416,Sudan
4,1,1996,29.096,0.416,Sudan
12,1,1981,23.991,0.415,Sudan
12,1,1981,23.991,0.415,Sudan
12,1,1996,23.658,0.414,Sudan
3,1,2002,27.829,0.414,Sudan
12,1,1996,23.658,0.414,Sudan
3,1,2002,27.829,0.414,Sudan
7,1,1983,30.07,0.413,Sudan
9,1,1997,30.576,0.413,Sudan
12,1,2001,24.015,0.413,Sudan
7,1,1983,30.07,0.413,Sudan
9,1,1997,30.576,0.413,Sudan
12,1,2001,24.015,0.413,Sudan
4,1,2005,30.558,0.412,Sudan
4,1,2005,30.558,0.412,Sudan
10,1,1987,28.073,0.411,Sudan
10,1,1987,28.073,0.411,Sudan
9,1,2028,29.668,0.41,Sudan
5,1,1973,30.433,0.409,Sudan
8,1,1987,29.737,0.409,Sudan
1,1,2009,24.244,0.409,Sudan
5,1,1973,30.433,0.409,Sudan
8,1,1987,29.737,0.409,Sudan
1,1,2009,24.244,0.409,Sudan
5,1,2000,31.457,0.408,Sudan
5,1,2000,31.457,0.408,Sudan
12,1,2024,23.312,0.408,Sudan
6,1,2029,30.071,0.408,Sudan
9,1,2013,29.398,0.407,Sudan
5,1,2016,30.119,0.407,Sudan
2,1,1971,23.527,0.406,Sudan
2,1,1971,23.527,0.406,Sudan
8,1,2026,29.345,0.406,Sudan
6,1,1978,30.422,0.404,Sudan
11,1,1998,26.979,0.404,Sudan
6,1,1978,30.422,0.404,Sudan
11,1,1998,26.979,0.404,Sudan
9,1,1999,28.929,0.402,Sudan
9,1,1999,28.929,0.402,Sudan
11,1,1981,24.632,0.401,Sudan
11,1,1981,24.632,0.401,Sudan
10,1,2023,27.39,0.401,Sudan
9,1,2012,29.059,0.399,Sudan
9,1,2012,29.059,0.399,Sudan
7,1,1970,29.074,0.398,Sudan
11,1,1973,24.391,0.398,Sudan
1,1,1988,22.176,0.398,Sudan
7,1,1970,29.074,0.398,Sudan
11,1,1973,24.391,0.398,Sudan
1,1,1988,22.176,0.398,Sudan
12,1,1977,22.243,0.397,Sudan
6,1,1983,30.97,0.397,Sudan
12,1,1977,22.243,0.397,Sudan
6,1,1983,30.97,0.397,Sudan
6,1,1990,30.919,0.396,Sudan
6,1,1990,30.919,0.396,Sudan
8,1,1978,28.11,0.395,Sudan
10,1,2005,28.406,0.395,Sudan
8,1,1978,28.11,0.395,Sudan
10,1,2005,28.406,0.395,Sudan
12,1,1989,22.023,0.394,Sudan
12,1,2000,22.813,0.394,Sudan
12,1,1989,22.023,0.394,Sudan
12,1,2000,22.813,0.394,Sudan
6,1,2002,30.83,0.391,Sudan
